incremental_cost,incremental_effect
361.03714648540915,0.03428181397587112
515.4856887309581,0.04997314678294969
160.63873631459882,0.02538615035068202
293.67290590027756,0.034166282075149934
287.4724423430677,0.02780155341721762
149.19050512021096,0.03481045986597053
258.9779110018242,0.02910131651235995
227.4717149204722,0.022425493958064563
306.5250369682471,0.0372314364329098
268.26759124937604,0.013928358071951207
316.8190206484878,0.03864941273535287
282.5195881143467,0.028653508432342198
160.14287177770032,0.05049229395148666
349.84641385590464,0.04727917798053376
422.2017885208894,0.03428999811516499
413.7341325255825,0.04813916653274933
133.25078028589726,0.041997074430795985
373.9746415333474,0.03971567930001939
322.6618662458992,0.025507698574709175
179.08480875044302,0.03948982101050556
221.38116993904055,0.022181458976599868
365.61431270330513,0.04862218196355822
166.84757239049102,0.0374699165374862
-55.68833985534462,0.016390134046331703
-108.32409225745863,0.06277608090448028
23.42216303741452,0.03689984010696711
342.93507353294626,0.042993687694749975
311.97690087779375,0.030539975881967586
290.6606447912681,0.03389020416349738
69.66911992267404,0.021089881960850522
387.9565368612315,0.01987441773951123
385.55882602880376,0.01476396144594902
377.8107702942291,0.04698688460433838
333.0636755142406,0.034118346441844576
420.3651552265975,0.03420318298644087
493.70940290072554,0.02484320458012985
-65.63544970903024,0.019025342263786892
93.20330597579289,0.033382910185704856
271.4180089109358,0.022538627811619742
69.83268424917514,0.025579044558349993
36.16057315164363,0.018719315511371973
241.97254169422408,0.035419579438447715
197.75757596425854,0.014690204357007249
342.9687825719118,0.028870158216425527
369.517903202075,0.03957260097055647
167.67731490830215,0.005722261540166841
502.73557017375714,0.01804469336657112
233.58366546936327,0.05391096335125487
303.5299030272739,0.03366201787999928
398.83563884843164,0.019493693394834265
524.0118940608429,0.03318672736206587
117.38966445924035,0.024062868518359627
54.49656783934506,0.029833780293308444
255.0977481799486,0.036202362642183995
181.76714005539827,0.042740561391152475
362.2735973706292,0.004297571734587481
233.93546227786078,0.022536400015196665
253.80480877730247,0.049794560482801946
404.3978525962689,0.04105884826636293
117.57854371252654,0.03376372001774516
93.40885778598161,0.022548568905355122
345.4113585046716,0.04355345039984794
149.15799672781208,0.04519922873918981
220.27945885873177,0.04888020820625121
289.49123660157704,0.0179277534115682
535.192487820307,0.02059948019745346
135.409509371215,0.011146439921708533
313.3309949858805,0.055807256374655015
131.44856777931153,0.04972442351180578
388.8187066200369,0.0025990982749095684
37.706669021923204,0.010459579358253666
237.27070446734945,0.03241198208496118
382.84549749416476,0.05012881238634545
33.092745817635915,0.0337536540221214
254.1286923477154,0.032324334179336736
403.4271217266586,0.029136326562231477
264.69064064564884,0.02007779143734614
131.10991873448398,0.011547307077543825
313.4786570260783,0.004087489198240275
180.4454092914807,0.03791617028448194
163.0190687085635,0.06350253012618037
118.42925261707089,0.0171323800552086
-122.8956288388029,0.014286761681758704
139.5766002197663,0.03739690908032848
373.16122241422323,0.04813824124171288
200.35687928834932,0.03613566900266816
344.60261927772774,0.04667106388856855
370.5313150467783,0.010441329318301943
50.48222288999358,0.02237196210648578
243.9281875147933,0.05273396833981732
90.89121115827791,0.035460923271938345
100.21206406283258,0.019442823238729014
144.5675973369277,0.04181299191731707
144.24088423612696,0.026218339342260012
774.6379400533142,0.043357311257084835
233.9172978528125,0.025408752635366034
141.0661923707808,0.031751784249805626
221.44619641666458,0.01203121220498405
454.3051574773198,0.037022905992564664
239.3520041913981,0.03150915132891388
226.72319014303912,0.03458234110558704
244.95080705107458,0.03180691187999062
214.14399017766445,0.04056572457025536
322.0564340561686,0.0402564270505349
160.9063290202995,0.030105023788366884
316.51564913566176,0.035234762926893995
129.04377792976464,0.015691065539148667
241.299611723475,0.03065627682409626
342.568231671083,0.02384278824009924
467.1605849192629,0.01970430503071531
465.2467226605494,0.025452302406919536
328.3980827931242,0.02458604181623383
197.94197615096223,0.027105348128944398
352.04778320882434,0.022747454958305623
408.41143384074905,0.02970933463119965
279.9676546482435,0.0496404501086809
35.21877078447977,0.04477269915904231
-41.09393599869935,0.011817784429307764
155.7822067618332,0.037817938526195194
183.329771908891,0.054374131333018584
-105.30253415036299,0.0370512573784424
158.55953212893087,0.015507945519398074
406.8502266811083,0.04032425441536782
260.5885766235223,0.014350058332710924
267.3633909719599,0.0344944598141867
118.97023213317254,0.027037798017563914
287.69041292892655,0.03055824202090453
225.78232454246967,0.015888947565487185
133.33682185329988,0.054486583805360686
136.01194429962504,0.011352686579856924
236.76880810550128,0.008882062587765329
506.08966104660294,0.041114091787499196
239.12912841383437,0.021708196947178827
542.2425915155267,0.018702500762083754
227.29254662192264,0.030086441648168014
153.4419869435742,0.046832450515235956
297.4959130500451,0.0361745968645154
269.2917827172373,0.024356975798236796
284.2707042497945,0.041839222294159505
393.978655614702,0.04538869651130564
43.17979184084945,0.027764826105175493
214.31144540465223,0.012791232692923472
-80.47483721295902,0.03736476477280675
225.8813791165092,0.030371356493339954
186.86393850123062,0.021461836436970864
210.34335314019285,0.018532597837758548
180.3752571118073,0.021058345171112235
124.62743399781988,0.02695997945627816
212.37554818197933,0.0646449203912342
137.40736074539785,0.03172962661390948
243.78560155199293,0.01759124017827938
98.20904035123107,0.0470589256703834
240.99028282845413,0.04977752984588211
265.71888807076664,0.009166171905366526
341.45336060748417,0.018635426750527748
288.43560321315766,0.03793281781925739
380.05630003227725,0.030720105836556766
222.09070690185905,0.020944349132963135
377.3046731796044,0.03267113147301994
127.86824970598094,0.021272896834384037
355.1948287531442,0.029676642563216518
209.40719459367165,0.023035614585623053
296.78068819985793,0.027857642282712692
402.0108232414563,0.029848083439969416
328.40669215586513,0.049793782363364375
322.42514085330066,0.0363544513496414
196.86736239319617,0.016052273664078735
424.85295628832625,0.026962764602363062
157.23962369031995,0.022006322413837535
341.8616179162064,-0.0032278136383053144
305.55744486082773,0.03442163196681905
187.74378829790146,0.034291599547239954
295.8982277579105,0.027895066898256354
133.4813244507505,0.026891797318899655
572.4260662680643,0.04624710948051107
400.8752643927038,0.04825657108388594
12.819424291033869,0.03599629659720561
123.42380156892733,0.05041394643063575
404.2974027595082,0.034995580852549724
216.53074120563468,0.01809566756504779
-31.653743996410128,0.019489256545016473
352.37448263066705,0.03449246730242898
105.64353632679928,0.021013032824083594
333.9394207845012,0.03706008856144674
449.586030048676,0.023399971165321963
367.35291871528744,0.026355780718425325
269.91729571039554,0.05213619608299795
122.969470730616,0.028632487952144244
281.45826457865695,0.040777969634041414
190.02400983006964,0.03980238990281586
56.663489137429536,0.015552905233251505
565.3996942384282,0.033796469106280154
238.87540817876868,0.03325938043629699
333.8353271230562,0.028318021827956574
171.7768622354241,0.0362618095955558
63.662962327245054,0.0019029966111029327
480.81218779227595,0.05031239478838627
164.85220461875042,0.038318738046201756
289.87682832635005,0.024887212514479392
222.02747690000618,0.01849049628998335
464.2226363611533,0.01957823204058819
233.68633426593817,0.037350038130682675
18.823690843106277,0.0314391083151648
183.84761878097163,0.04917796493784464
358.73175969693034,0.020016724424851723
325.31043187784434,0.02982665237700491
-33.25300817533298,0.02221945133078324
67.00412402275495,0.022039438372171184
181.20173466374632,0.037198752951124216
175.38664430077972,0.03795127595702019
346.4655211158181,0.048516341152087784
112.66107164112472,0.019906962256909824
179.19315816499167,0.016357397889578153
236.71395261990145,0.015935138805498412
149.42868148802881,0.06387692522217803
44.08239800029776,0.03602262452759296
376.40201191788003,0.036136638001488204
84.16214668685453,0.026819202217688708
231.90100258243694,0.009665224031588347
369.75886820882835,0.00961047216499877
-18.025674928998683,0.03216137279639086
148.54326326416768,0.026290692525461238
454.49313846859394,0.03471695630419314
339.1084399089838,0.019639435355717896
242.24246869660868,0.031203170274170477
275.2689685623185,0.021138782316590297
388.0214967831346,0.03184955095690946
78.85205664293747,0.008765619020460004
342.00547910518577,0.029256671224710457
272.22331867088093,0.02325304562234038
-19.990916881651515,0.03127199768400766
387.9536865969559,0.009443652762715578
274.1009821370929,0.04786263027915627
223.0126061102651,0.0021755650395951405
